"id","incident_id","name","country","category","subcategory"
"105_4",43,"","Morocco","Other","Not available"
"106_0",43,"","Brazil","State institutions / political system","Government / ministries"
"106_1",43,"","Brazil","State institutions / political system","Not available"
"106_2",43,"","Brazil","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"106_3",43,"","Brazil","Science","Not available"
"106_4",43,"","Brazil","Other","Not available"
"107_0",43,"","United Kingdom","State institutions / political system","Government / ministries"
"107_1",43,"","United Kingdom","State institutions / political system","Not available"
"107_2",43,"","United Kingdom","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"107_3",43,"","United Kingdom","Science","Not available"
"107_4",43,"","United Kingdom","Other","Not available"
"108_0",43,"","Spain","State institutions / political system","Government / ministries"
"108_1",43,"","Spain","State institutions / political system","Not available"
"108_2",43,"","Spain","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"108_3",43,"","Spain","Science","Not available"
"108_4",43,"","Spain","Other","Not available"
"109_0",43,"","France","State institutions / political system","Government / ministries"
"109_1",43,"","France","State institutions / political system","Not available"
"109_2",43,"","France","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"109_3",43,"","France","Science","Not available"
"109_4",43,"","France","Other","Not available"
"110_0",43,"","Switzerland","State institutions / political system","Government / ministries"
"110_1",43,"","Switzerland","State institutions / political system","Not available"
"110_2",43,"","Switzerland","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"110_3",43,"","Switzerland","Science","Not available"
"110_4",43,"","Switzerland","Other","Not available"
"111_0",43,"","Libya","State institutions / political system","Government / ministries"
"111_1",43,"","Libya","State institutions / political system","Not available"
"111_2",43,"","Libya","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"111_3",43,"","Libya","Science","Not available"
"111_4",43,"","Libya","Other","Not available"
"112_0",43,"","United States","State institutions / political system","Government / ministries"
"112_1",43,"","United States","State institutions / political system","Not available"
"112_2",43,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"112_3",43,"","United States","Science","Not available"
"112_4",43,"","United States","Other","Not available"
"113_0",44,"","United States","State institutions / political system","Military"
"113_1",44,"","United States","Critical infrastructure","Telecommunications"
"113_2",44,"","United States","Critical infrastructure","Defence industry"
"113_3",44,"","United States","Science","Not available"
"114_0",44,"","Europe (region)","State institutions / political system","Military"
"114_1",44,"","Europe (region)","Critical infrastructure","Telecommunications"
"114_2",44,"","Europe (region)","Critical infrastructure","Defence industry"
"114_3",44,"","Europe (region)","Science","Not available"
"115_0",45,"","Global (region)","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"115_1",45,"","Global (region)","End user(s) / specially protected groups","Not available"
"116_0",46,"","Iran, Islamic Republic of","State institutions / political system","Military"
"116_1",46,"","Iran, Islamic Republic of","Critical infrastructure","Defence industry"
"118_0",48,"","EU (institutions)","State institutions / political system","Not available"
"118_1",48,"","EU (institutions)","International / supranational organization","Not available"
"119_0",48,"","France","State institutions / political system","Not available"
"119_1",48,"","France","International / supranational organization","Not available"
"120_0",48,"","Greece","State institutions / political system","Not available"
"120_1",48,"","Greece","International / supranational organization","Not available"
"121_0",48,"","Italy","State institutions / political system","Not available"
"121_1",48,"","Italy","International / supranational organization","Not available"
"122_0",48,"","Mexico","State institutions / political system","Not available"
"122_1",48,"","Mexico","International / supranational organization","Not available"
"123_0",48,"","Korea, Republic of","State institutions / political system","Not available"
"123_1",48,"","Korea, Republic of","International / supranational organization","Not available"
"124_0",48,"","Turkey","State institutions / political system","Not available"
"124_1",48,"","Turkey","International / supranational organization","Not available"
"125_0",48,"","Japan","State institutions / political system","Not available"
"125_1",48,"","Japan","International / supranational organization","Not available"
"126_0",48,"","India","State institutions / political system","Not available"
"126_1",48,"","India","International / supranational organization","Not available"
"127_0",49,"","Congo, the Democratic Republic of the","Unknown","Not available"
"128_0",50,"","United States","State institutions / political system","Government / ministries"
